system:index,LST_celsius,NDMI,NDVI,date,district,is_complete_month,month,rainfall_mm,sentinel_image_count,year,.geo
16,46.00443963326208,-0.1319500808714157,0.22743932952033308,2020-05,Nagpur,1,5.0,18.66031411583671,92,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,39.99467685734157,-0.06989355087696161,0.24762775830883174,2020-06,Nagpur,1,6.0,254.17377126388374,84,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,32.313259794768854,0.11907686423683737,0.4316207622254065,2020-07,Nagpur,1,7.0,276.1941459609081,88,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,28.592801980435507,0.1855107050280208,0.5541554863163395,2020-08,Nagpur,1,8.0,571.694447554417,95,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,29.979727089675237,0.20278942589996013,0.5800082955617143,2020-09,Nagpur,1,9.0,159.32861502361666,85,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,30.749474511408998,0.1743364331514434,0.5585116186149236,2020-10,Nagpur,1,10.0,63.903599083634994,78,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,30.046286501145392,0.10817474465146729,0.5167424714389524,2020-11,Nagpur,1,11.0,4.396519198436568,85,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,28.430905694171305,0.06467586594935151,0.46163018267936873,2020-12,Nagpur,1,12.0,4.722678798952718,86,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,28.734995536625846,0.024713094033124806,0.4146706776844663,2021-01,Nagpur,1,1.0,9.98520084132456,93,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,34.08169362281166,-0.02086385418270221,0.37075541725290206,2021-02,Nagpur,1,2.0,8.414081778435541,78,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,39.55330905439148,-0.10489318230867498,0.26738365996523555,2021-03,Nagpur,1,3.0,22.17794944175536,84,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,44.92156354633485,-0.14049830782414452,0.22896629793145096,2021-04,Nagpur,1,4.0,5.553168845056936,89,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,43.30573121969648,-0.1387318084707566,0.2100145498537476,2021-05,Nagpur,1,5.0,36.4060323214995,92,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,39.997668872448195,-0.015918121571439247,0.28834984764842625,2021-06,Nagpur,1,6.0,273.1995391352039,86,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,35.65790781912391,0.08268703201561327,0.42047816689301515,2021-07,Nagpur,1,7.0,306.74227729336553,84,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,30.338416831772868,0.15972383782303262,0.4533842455774227,2021-08,Nagpur,1,8.0,219.6392749432603,93,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,29.657027637389238,0.18612786419797933,0.4864385629278858,2021-09,Nagpur,1,9.0,352.99531590884254,86,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,30.789400764514856,0.18345993490055207,0.5933543654307111,2021-10,Nagpur,1,10.0,50.660518539094646,86,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,29.347116565638398,0.08575079552044707,0.4857573630020194,2021-11,Nagpur,1,11.0,8.530712648173969,77,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,26.784076943323992,0.05546178487977743,0.4506603700585618,2021-12,Nagpur,1,12.0,7.034182878779189,77,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,25.464834664665588,0.038282875078900144,0.40949359099893246,2022-01,Nagpur,1,1.0,26.839003910976505,92,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,31.065172289068997,0.046291090072768416,0.40392867062451476,2022-02,Nagpur,1,2.0,15.594775520202145,78,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,40.756485592507396,-0.0857599920598913,0.30965012900854133,2022-03,Nagpur,1,3.0,8.976271957890464,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,44.27674960880302,-0.11916474430249528,0.22008841971963158,2022-04,Nagpur,1,4.0,2.6241064627738644,85,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,42.77455518460662,-0.0955516431040974,0.20543912997507557,2022-05,Nagpur,1,5.0,11.592677376202559,91,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,42.784546377327324,0.04324008254852068,0.10987949192847668,2022-06,Nagpur,1,6.0,218.65595734434962,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,30.551499464671885,0.3364669216849483,0.023629517378704976,2022-07,Nagpur,1,7.0,572.9101137420862,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,29.54852438464451,0.2521445686960562,0.17580150020853524,2022-08,Nagpur,1,8.0,469.3012949839842,93,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,30.0610099138957,0.22850692094419775,0.22627101821368845,2022-09,Nagpur,1,9.0,307.68756796003896,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,29.309109981097635,0.20105318757379959,0.4542754160272505,2022-10,Nagpur,1,10.0,129.39520062057773,85,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,28.498290946177946,0.14104929448709014,0.530791881339944,2022-11,Nagpur,1,11.0,1.3212305469267147,87,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,27.751224788576913,0.07082672333580757,0.44921600364730824,2022-12,Nagpur,1,12.0,7.204646510316508,87,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,27.00096183177308,0.05658289807375931,0.41389776152022256,2023-01,Nagpur,1,1.0,7.606575950081767,97,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,32.638796205139066,0.00433311420770369,0.40334322786652826,2023-02,Nagpur,1,2.0,6.4079549958115045,78,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,37.561184815017555,-0.038973385218130374,0.2476591956606467,2023-03,Nagpur,1,3.0,17.17493099986851,84,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,40.262921574549004,-0.05239850158727026,0.19792593497721883,2023-04,Nagpur,1,4.0,41.025400967470375,84,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,41.81733295155635,-0.023263354866752087,0.2708018811967407,2023-05,Nagpur,1,5.0,24.841279596236323,90,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,42.821760799444014,0.04322749818453734,0.18765043069744294,2023-06,Nagpur,1,6.0,147.6704167944899,84,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,32.528926876755705,0.20769269739322307,0.04575902607701142,2023-07,Nagpur,1,7.0,534.4797534787542,84,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,29.884011982585974,0.1571577113042575,0.17786701022288418,2023-08,Nagpur,1,8.0,175.03900060845237,90,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,29.09539689304907,0.2775648094327274,0.22269018747954797,2023-09,Nagpur,1,9.0,356.6220887154021,84,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,30.69690590200846,0.18834326689739228,0.6043307999675779,2023-10,Nagpur,1,10.0,8.281083573863254,87,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,28.942916303749016,0.14821351831942303,0.4421093460958103,2023-11,Nagpur,1,11.0,26.267297607938673,91,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,25.247177687596366,0.09207959094479574,0.41683011396800035,2023-12,Nagpur,1,12.0,5.9316734454342335,87,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,25.57548435758224,0.07128183648250888,0.36496170165859915,2024-01,Nagpur,1,1.0,8.910083964257279,93,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,30.18398870088524,-0.019740000847703665,0.39131776256032175,2024-02,Nagpur,1,2.0,12.957043253222942,80,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,36.82509385502725,-0.1049118665628587,0.3061088417920847,2024-03,Nagpur,1,3.0,20.91657586067265,93,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,39.15202806780388,-0.10572434722597444,0.30625073707522743,2024-04,Nagpur,1,4.0,36.27674033760945,84,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,38.31495284852914,-0.060054294429601335,0.3169661644918778,2024-05,Nagpur,1,5.0,22.64677750852455,84,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,40.590495043289636,-0.058395349769398835,0.24197591950848513,2024-06,Nagpur,1,6.0,169.3914277745296,84,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,26.693380961629074,0.1336064881831143,0.3281173976755243,2024-07,Nagpur,1,7.0,397.7112803746302,93,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,27.57256083001065,0.15536862153713582,0.40432986545976,2024-08,Nagpur,1,8.0,275.4262005013011,94,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,29.161214960526202,0.18462901393392317,0.48696221345518104,2024-09,Nagpur,1,9.0,238.99617024841203,76,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,29.653433174188038,0.19095092859657614,0.5734739803215659,2024-10,Nagpur,1,10.0,46.146203846133744,84,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,27.165326482210485,0.13326981821812284,0.5175413430844482,2024-11,Nagpur,1,11.0,3.9384647483095714,92,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,25.378963418846947,0.06768424842376967,0.4143083964928041,2024-12,Nagpur,1,12.0,6.296889286015226,110,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,25.556484137659833,0.03454921005405641,0.4481863661534248,2025-01,Nagpur,1,1.0,8.414750448252914,85,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,30.843478121894897,-0.034391253029637414,0.381515671942087,2025-02,Nagpur,1,2.0,6.656391813424057,78,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,36.70298769149956,-0.09311204327568567,0.266083760124815,2025-03,Nagpur,1,3.0,9.077604997652553,105,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,40.85737897323479,-0.12773827198868498,0.22636349691361016,2025-04,Nagpur,1,4.0,9.639048067411471,106,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,38.08339098418199,-0.12019062780872762,0.2294983745132414,2025-05,Nagpur,1,5.0,57.775812913156436,98,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,37.23451307788945,-0.048884057536607295,0.272010507255657,2025-06,Nagpur,1,6.0,138.50795838418142,102,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,29.330894393593763,0.09373796491789169,0.2808221617875439,2025-07,Nagpur,1,7.0,431.71966962788304,113,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,28.21762926007506,0.146902125765468,0.39881552255883984,2025-08,Nagpur,1,8.0,347.4986323572825,103,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,27.987117896685735,0.1858668634868856,0.4715811078344383,2025-09,Nagpur,1,9.0,256.1040792748358,95,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,28.015347088256622,0.19975142198667767,0.5894232880811919,2025-10,Nagpur,1,10.0,121.25176732774312,107,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,24.244321194369025,0.17405782129321182,0.5754523341166105,2025-11,Nagpur,1,11.0,20.925833641265204,113,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,21.822425620755897,0.10480157919851389,0.5209243908524243,2025-12,Nagpur,1,12.0,3.9930558513788763,107,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,22.374712825745444,0.06577382522862273,0.46327390873822294,2026-01,Nagpur,1,1.0,16.047502029830262,100,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,27.062482216853326,0.015374550466890555,0.41575289592247944,2026-02,Nagpur,1,2.0,11.149362245548971,79,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,34.12001627599065,-0.07198327790115609,0.311558116332296,2026-03,Nagpur,1,3.0,19.98291559909879,126,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,39.292273443833736,-0.12108723660187254,0.24263938035155605,2026-04,Nagpur,1,4.0,19.218612541132956,117,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,39.10018371053345,-0.12384926939415583,0.21242685421390806,2026-05,Nagpur,1,5.0,27.046442673286933,102,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,38.36089708977178,-0.10990128881159747,0.2089247062626666,2026-06,Nagpur,1,6.0,145.31396513072164,120,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
