system:index,LST_celsius,NDMI,NDVI,date,district,is_complete_month,month,rainfall_mm,sentinel_image_count,year,.geo,NDVI_hist_mean,NDVI_hist_std,NDVI_zscore
36,28.358180897064592,0.0378516627222127,0.3612711545600655,2022-01,Pune_Baramati,1,1.0,0.0064126050712349,46,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3469626313519308,0.020366095229241037,0.7025658599293467
37,33.58274653975878,-0.0151937253801386,0.3487387922848156,2022-02,Pune_Baramati,1,2.0,0.0470705235226517,55,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3350789296740247,0.02361305689428185,0.5784876846715583
38,39.440240539672345,0.0191574544953698,0.2292349026887414,2022-03,Pune_Baramati,1,3.0,0.0127976046675931,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2765996414685692,0.02798377527801224,-1.6925785856007718
39,41.835532637669615,0.0467983327409907,0.2240517605252095,2022-04,Pune_Baramati,1,4.0,6.671082091049136,53,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2650395004903309,0.025998839312470167,-1.5765219159403754
40,38.822312515454605,0.0131284145931131,0.2219911972045805,2022-05,Pune_Baramati,1,5.0,14.343533976178454,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2679532831415513,0.030702566407763168,-1.4970112050746764
41,36.99308628594733,0.0623203696133628,0.1502929409825676,2022-06,Pune_Baramati,1,6.0,110.36755089060142,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24845134741723832,0.082154023648494,-1.1948094819391126
42,29.571065444416693,0.3344444175812025,0.0504656978010677,2022-07,Pune_Baramati,1,7.0,334.621221791053,55,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2456397907400507,0.15871660939864818,-1.22970175382694
43,29.36520095595436,0.1759401614980168,0.1127112013913313,2022-08,Pune_Baramati,1,8.0,189.2425350142327,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.278281539074985,0.13700079195920506,-1.2085356246185486
44,28.879491858782117,0.2715912601327647,0.1628249533990944,2022-09,Pune_Baramati,1,9.0,280.14535067499423,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3385222687634342,0.12129138559666672,-1.4485555960964163
45,29.97956254880765,0.1899767392101535,0.2751013309360089,2022-10,Pune_Baramati,1,10.0,252.00778319995456,68,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4421638576614109,0.08632580639655728,-1.935255906651624
46,30.04803887876571,0.0909526904093911,0.4667872595580016,2022-11,Pune_Baramati,1,11.0,5.220670226092026,57,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4209936525107268,0.07401388483990923,0.6187164360623091
47,29.89845585334623,0.0575988795391604,0.3888683527509206,2022-12,Pune_Baramati,1,12.0,2.7750577142311297,54,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3989519857628239,0.019853132360309975,-0.5079114383009083
48,29.35043481906552,0.0290507872200627,0.3729655305287815,2023-01,Pune_Baramati,1,1.0,0.0064777020920511,61,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3469626313519308,0.020366095229241037,1.2767739168535621
49,34.49949149237081,0.0095745684475532,0.3475940943725747,2023-02,Pune_Baramati,1,2.0,0.0470705518476569,59,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3350789296740247,0.02361305689428185,0.5300103563287775
50,36.50737940942511,0.0329674661848257,0.2709670821769542,2023-03,Pune_Baramati,1,3.0,4.077445630939156,54,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2765996414685692,0.02798377527801224,-0.20127946410578404
51,40.22582435017363,0.0020205847616657,0.2557011894129731,2023-04,Pune_Baramati,1,4.0,20.467123439822487,54,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2650395004903309,0.025998839312470167,-0.3591818452017884
52,41.44889135297067,0.0030220569930186,0.2643670606071622,2023-05,Pune_Baramati,1,5.0,14.880920399362912,54,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2679532831415513,0.030702566407763168,-0.11680530177054961
53,37.32884256587288,0.0450657412204975,0.192001350077364,2023-06,Pune_Baramati,1,6.0,94.9848293972391,54,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24845134741723832,0.082154023648494,-0.687123951243125
54,28.00613353026039,0.231274175092863,0.0401705944826301,2023-07,Pune_Baramati,1,7.0,367.7442157761389,55,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2456397907400507,0.15871660939864818,-1.2945664416339946
55,29.615175936726832,0.1677809546110164,0.0947696608696526,2023-08,Pune_Baramati,1,8.0,58.11214068763999,59,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.278281539074985,0.13700079195920506,-1.3394950173717024
56,30.029490898889737,0.2242014085855257,0.2226574418046032,2023-09,Pune_Baramati,1,9.0,235.9952400130161,64,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3385222687634342,0.12129138559666672,-0.9552601480217171
57,31.91413766202334,0.1530634187003804,0.4322692397037467,2023-10,Pune_Baramati,1,10.0,19.135142932343506,66,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4421638576614109,0.08632580639655728,-0.11461946746504789
58,29.481032520304296,0.1010525614016742,0.2817647536186406,2023-11,Pune_Baramati,1,11.0,61.298284641733616,57,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4209936525107268,0.07401388483990923,-1.8811186467679126
59,27.66447864483842,0.0775834889021538,0.4096812210897286,2023-12,Pune_Baramati,1,12.0,2.1073433670822896,55,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3989519857628239,0.019853132360309975,0.5404303528623204
60,28.41265144447527,0.0543917991472597,0.3261605647627386,2024-01,Pune_Baramati,1,1.0,0.0066299836161819,60,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3469626313519308,0.020366095229241037,-1.0214067230386517
61,32.798796345554614,-0.0121343608169443,0.3409319100897133,2024-02,Pune_Baramati,1,2.0,0.3714440634431712,56,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3350789296740247,0.02361305689428185,0.24787050833329263
62,37.99672931373601,-0.0243272584964584,0.2959962597142873,2024-03,Pune_Baramati,1,3.0,0.0,54,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2765996414685692,0.02798377527801224,0.6931380077568963
63,42.15033849467412,-0.0426392370536376,0.283633587200953,2024-04,Pune_Baramati,1,4.0,9.336891720560455,54,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2650395004903309,0.025998839312470167,0.7151891085269927
64,37.074945725255255,-0.0230906287618166,0.3001032296668566,2024-05,Pune_Baramati,1,5.0,42.43638750029795,55,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2679532831415513,0.030702566407763168,1.047141991269373
65,34.51976697050161,0.025722017099019,0.2985883196816331,2024-06,Pune_Baramati,1,6.0,211.55264209658003,54,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24845134741723832,0.082154023648494,0.6102801790806
66,28.66452730614892,0.125754056549149,0.297200792644001,2024-07,Pune_Baramati,1,7.0,265.2203217245996,54,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2456397907400507,0.15871660939864818,0.3248620424749916
67,28.506072061824625,0.145024839658882,0.3742788300855993,2024-08,Pune_Baramati,1,8.0,234.9217683826077,63,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.278281539074985,0.13700079195920506,0.7007061027734759
68,29.17563589572581,0.1264652393150029,0.4605862478026839,2024-09,Pune_Baramati,1,9.0,211.69408686496507,54,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3385222687634342,0.12129138559666672,1.0063697305359518
69,29.59075739578773,0.1309955715301241,0.5122736903077812,2024-10,Pune_Baramati,1,10.0,124.69561018912307,58,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4421638576614109,0.08632580639655728,0.8121538109276943
70,27.291547020931613,0.1049520434976039,0.4709822389640853,2024-11,Pune_Baramati,1,11.0,8.682196316417517,60,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4209936525107268,0.07401388483990923,0.6753947122419393
71,26.905567701507422,0.054016619356134,0.3657553821031103,2024-12,Pune_Baramati,1,12.0,7.768852088066338,67,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3989519857628239,0.019853132360309975,-1.6721091189660158
72,27.207332949342977,0.0276690836785754,0.3692810627722242,2025-01,Pune_Baramati,1,1.0,0.8645963058394337,48,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3469626313519308,0.020366095229241037,1.095862077098083
73,31.76724791290253,-0.0127610728291911,0.3302830684815898,2025-02,Pune_Baramati,1,2.0,1.6041534480810549,56,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3350789296740247,0.02361305689428185,-0.20310208940360797
74,35.788748971053856,-0.0222928515699523,0.2844549122366655,2025-03,Pune_Baramati,1,3.0,0.0,63,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2765996414685692,0.02798377527801224,0.28070804207281047
75,39.01315850435171,-0.0287053971743039,0.2932214937648421,2025-04,Pune_Baramati,1,4.0,5.891540028936582,64,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2650395004903309,0.025998839312470167,1.0839712087067614
76,34.638149378073926,-0.004164330552136,0.2839904811681395,2025-05,Pune_Baramati,1,5.0,131.1775999398997,72,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2679532831415513,0.030702566407763168,0.5223406347729025
77,28.077762689116028,0.1118714203076616,0.3310340237514481,2025-06,Pune_Baramati,1,6.0,189.49627168893429,64,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24845134741723832,0.082154023648494,1.005217671231172
78,27.768612271213623,0.1282303870919158,0.3087292668793223,2025-07,Pune_Baramati,1,7.0,133.70704853909746,71,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2456397907400507,0.15871660939864818,0.39749763038857433
79,26.76319577840823,0.1222831801797058,0.3819362005189957,2025-08,Pune_Baramati,1,8.0,238.99618721125648,73,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.278281539074985,0.13700079195920506,0.7565989945143975
80,27.18615546197819,0.11329142676731,0.396361240017261,2025-09,Pune_Baramati,1,9.0,415.4019793416866,72,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3385222687634342,0.12129138559666672,0.47685967943477975
81,28.73342907889861,0.1159403924980426,0.4832698398180045,2025-10,Pune_Baramati,1,10.0,110.88615585933614,64,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4421638576614109,0.08632580639655728,0.4761725823650445
82,26.05712312522212,0.0964886400542675,0.4806110641646374,2025-11,Pune_Baramati,1,11.0,14.533621831335957,75,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4209936525107268,0.07401388483990923,0.8054895616256604
83,23.919263879886785,0.0612086726617318,0.4152324694606522,2025-12,Pune_Baramati,1,12.0,3.834785286711127,66,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3989519857628239,0.019853132360309975,0.8200460966238206
84,24.433460395139655,0.0219947288393804,0.3656894319824104,2026-01,Pune_Baramati,1,1.0,0.0007237050040556041,64,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3469626313519308,0.020366095229241037,0.9195086451128941
85,27.90937795088192,0.0076369906332147,0.3404560333757735,2026-02,Pune_Baramati,1,2.0,1.144294946874996,53,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3350789296740247,0.02361305689428185,0.22771739067172375
86,32.93703132113981,-0.013634353123514,0.3098975754698858,2026-03,Pune_Baramati,1,3.0,1.366284552038871,64,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2765996414685692,0.02798377527801224,1.189901422181583
87,36.39276892956048,-0.0272103034567243,0.3106152877831272,2026-04,Pune_Baramati,1,4.0,21.90436184287617,71,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2650395004903309,0.025998839312470167,1.7529931526957108
88,35.55256949376874,-0.0172355852515849,0.2894921057420903,2026-05,Pune_Baramati,1,5.0,15.439038700889103,68,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2679532831415513,0.030702566407763168,0.7015316672385035
89,32.62768453733869,-0.0029117694016544,0.2673042026660037,2026-06,Pune_Baramati,1,6.0,121.96673632677984,78,2026.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24845134741723832,0.082154023648494,0.2294818246447625
0,35.19913748265693,-0.0207191138203777,0.24916005961333,2019-01,Bid,1,1.0,0.0270587115046245,60,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.36267329609315063,0.057439538546204066,-1.9762212467725726
1,40.117342915007136,-0.0483950951937257,0.2011976580178494,2019-02,Bid,1,2.0,0.0324422546087897,58,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.30347619000940657,0.05167677565181831,-1.9791972448257495
2,47.56725707066145,-0.0610606290351106,0.1786485871248756,2019-03,Bid,1,3.0,0.4476443472073574,66,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.23094951831293953,0.03997058760411016,-1.3084854219827842
3,51.37885617390749,-0.0799891417017246,0.1647755154371726,2019-04,Bid,1,4.0,10.215657542105635,60,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2152928043753315,0.02644436883987114,-1.910323110529004
4,50.10796535491537,-0.0758521578709622,0.1394435560809846,2019-05,Bid,1,5.0,3.441474986332775,62,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.18603628834703753,0.034289161658047636,-1.3588180641656968
5,44.47476616562276,-0.0845250116897213,0.1068864454760809,2019-06,Bid,1,6.0,117.7902000404746,62,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.16687932353201862,0.05163817973647685,-1.1617930446444296
6,40.63074163379112,0.0091674041207788,0.2073804288820757,2019-07,Bid,1,7.0,171.29807954348743,64,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.20645691654527756,0.12268666581223596,0.007527405938404981
