system:index,LST_celsius,NDMI,NDVI,date,district,is_complete_month,month,rainfall_mm,sentinel_image_count,year,.geo,NDVI_hist_mean,NDVI_hist_std,NDVI_zscore,stress_state,NDVI_lag1,NDMI_lag1,rainfall_lag1,LST_lag1,zscore_lag1,NDVI_lag2,NDVI_rolling3_mean,rainfall_rolling3_sum,NDVI_change_lag1,target_next_state,split
31,30.338416831772868,0.1597238378230326,0.4533842455774227,2021-08,Nagpur,1,8.0,219.6392749432603,93,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3610318247365963,0.1530554709437067,0.6033918308924306,Healthy,0.4204781668930151,0.0826870320156132,306.74227729336553,35.65790781912391,0.8343130839599486,0.2883498476484262,0.3062808547983963,616.347848750069,0.1321283192445889,Healthy,train
32,29.65702763738924,0.1861278641979793,0.4864385629278858,2021-09,Nagpur,1,9.0,352.99531590884254,86,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4059423004753628,0.1482926123383677,0.5428204492672232,Healthy,0.4533842455774227,0.1597238378230326,219.6392749432603,30.338416831772868,0.6033918308924306,0.4204781668930151,0.387404086706288,799.5810913718298,0.0329060786844075,Healthy,train
33,30.789400764514856,0.183459934900552,0.5933543654307111,2021-10,Nagpur,1,10.0,50.660518539094646,86,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5590511633590886,0.0539279686742021,0.6360929757777497,Healthy,0.4864385629278858,0.1861278641979793,352.99531590884254,29.65702763738924,0.5428204492672232,0.4533842455774227,0.4534336584661078,879.3768681454683,0.0330543173504631,Healthy,train
34,29.3471165656384,0.085750795520447,0.4857573630020194,2021-11,Nagpur,1,11.0,8.530712648173969,77,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5096088420266999,0.0417703682818497,-0.5710143339828909,Healthy,0.5933543654307111,0.183459934900552,50.660518539094646,30.789400764514856,0.6360929757777497,0.4864385629278858,0.5110590579786732,623.2951093911973,0.1069158025028252,Healthy,train
35,26.784076943323992,0.0554617848797774,0.4506603700585618,2021-12,Nagpur,1,12.0,7.034182878779189,77,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4432241690246712,0.0224225810993882,0.3316389402687187,Healthy,0.4857573630020194,0.085750795520447,8.530712648173969,29.3471165656384,-0.5710143339828909,0.5933543654307111,0.5218500971202055,412.1865470961111,-0.1075970024286916,Healthy,train
36,25.464834664665588,0.0382828750789001,0.4094935909989324,2022-01,Nagpur,1,1.0,26.839003910976505,92,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3958898818673215,0.0244644403941453,0.5560605071050975,Healthy,0.4506603700585618,0.0554617848797774,7.034182878779189,26.784076943323992,0.3316389402687187,0.4857573630020194,0.5099240328304308,66.2254140660478,-0.0350969929434575,Healthy,train
37,31.065172289069,0.0462910900727684,0.4039286706245147,2022-02,Nagpur,1,2.0,15.594775520202145,78,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3903991197571501,0.0312265681468542,0.4332705023407312,Healthy,0.4094935909989324,0.0382828750789001,26.839003910976505,25.464834664665588,0.5560605071050975,0.4506603700585618,0.4486371080198378,42.40389943792967,-0.0411667790596294,Healthy,train
38,40.7564855925074,-0.0857599920598913,0.3096501290085413,2022-03,Nagpur,1,3.0,8.976271957890464,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2848007818856896,0.0384241227500699,0.6467121522717495,Healthy,0.4039286706245147,0.0462910900727684,15.594775520202145,31.065172289069,0.4332705023407312,0.4094935909989324,0.4213608772273363,49.46796230995784,-0.0055649203744176,Healthy,train
39,44.27674960880302,-0.1191647443024952,0.2200884197196315,2022-04,Nagpur,1,4.0,2.6241064627738644,85,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2383546067521396,0.0421430342770316,-0.4334331247350037,Healthy,0.3096501290085413,-0.0857599920598913,8.976271957890464,40.7564855925074,0.6467121522717495,0.4039286706245147,0.3743574635439961,51.41005138906911,-0.0942785416159734,Healthy,train
40,42.77455518460662,-0.0955516431040974,0.2054391299750755,2022-05,Nagpur,1,5.0,11.59267737620256,91,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2346292099072637,0.0508044264455251,-0.5745578087273008,Healthy,0.2200884197196315,-0.1191647443024952,2.6241064627738644,44.27674960880302,-0.4334331247350037,0.3096501290085413,0.3112224064508959,27.195153940866472,-0.0895617092889097,Emerging Stress,train
41,42.78454637732733,0.0432400825485206,0.1098794919284766,2022-06,Nagpur,1,6.0,218.6559573443496,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2043646446066329,0.0669717076286226,-1.4108219130696746,Emerging Stress,0.2054391299750755,-0.0955516431040974,11.59267737620256,42.77455518460662,-0.5745578087273008,0.2200884197196315,0.2450592262344161,23.19305579686689,-0.014649289744556,Emerging Stress,train
42,30.551499464671885,0.3364669216849483,0.0236295173787049,2022-07,Nagpur,1,7.0,572.9101137420862,84,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2667959308069386,0.1842021167361364,-1.3201065098321407,Emerging Stress,0.1098794919284766,0.0432400825485206,218.6559573443496,42.78454637732733,-1.4108219130696746,0.2054391299750755,0.1784690138743945,232.872741183326,-0.0955596380465989,Recovery,train
